index,food_name,WWEIA Category description,WWEIA Category number,Energy (kcal),Is_vegeterian,Protein (g),Carbohydrate (g),"Sugars, total
(g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added
(mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added
(mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),"Iron
(mg)","Zinc
(mg)",Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),"Water
(g)",is_breakfast,is_lunch_dinner,Cost_CAD,carbon_footprint_gCO2,water_footprint_liters,is_lunch,,Protein (g)
643,Tuna salad sandwich wrap,Seafood sandwiches,3730,244,0,10.59,16.99,2.64,1.3,14.82,4.085,3.293,6.342,25,34,40,4,62,11,0,53,0.166,0.159,4.417,0.132,24,13,53,36,18.8,0.96,0,0.4,0.8,0.63,0,29.1,150,170,18,1.7,0.72,0.054,30,146,564,0,0,0,55.44,0,1,6,635,376,,,10.59
644,Tuna salad with cheese,Seafood mixed dishes,3006,214,0,11.33,2.85,1.91,0.4,17.58,4.11,3.894,8.519,34,41,49,7,82,16,0,73,0.023,0.097,4.684,0.168,0,12,12,12,23,1.32,0,0.7,0.7,0.92,0,40.7,87,116,16,0.87,0.71,0.033,34.6,147,440,0,0,0,66.55,0,1,6,560,331,,,11.33
645,Tuna salad with egg,Seafood mixed dishes,3006,190,0,10.28,2.74,1.99,0.4,15.4,2.583,3.568,8.623,56,23,31,7,84,17,0,104,0.026,0.099,4.738,0.173,0,14,14,14,46.6,1.32,0,0.7,0.8,0.94,0,40.9,24,88,14,0.97,0.45,0.032,34.9,152,393,0,0,0,70.12,0,1,6,500,295,,,10.28
646,Tuna with cream or white sauce,Seafood mixed dishes,3006,102,0,14.42,2.81,1.39,0,3.71,1.557,0.849,0.591,32,52,53,0,12,0,0,0,0.048,0.103,7.07,0.276,2,3,6,5,25.7,1.92,0,0,1.2,0.47,0,1.6,49,127,20,1.27,0.6,0.037,48.2,170,327,0,0,0,77.73,0,1,6,331,214,,,14.42
647,Turkey and ham sandwich on wheat,Deli and cured meat sandwiches,3740,182,0,14.35,18.72,2.455,2.1,5.405,1.8745,1.3755,1.1065,30,16.5,17,0,5.5,0.5,0,26,0.2585,0.219,5.4205,0.287,5.5,24.5,34.5,30,34.95,0.295,0,0,0.45,0.295,0,2.3,125.5,241,34.5,1.53,1.395,0.0965,24.4,300.5,700,0,0,0,58.445,0,1,4.5,1299,738,,,14.35
648,Turkey and ham sandwich on white,Deli and cured meat sandwiches,3740,183.5,0,13.58,20.19,2.51,0.9,5.255,1.914,1.401,1.225,30,16.5,17,0,5,0.5,0,18.5,0.3015,0.229,5.3725,0.2605,33.5,12,68.5,45,32.4,0.295,0,0,0.45,0.245,0,0.25,144.5,220.5,22.5,1.61,1.21,0.0705,22.65,272.5,704,0,0,0,57.96,0,1,4.5,1309.5,744,,,13.58
649,Turkey and ham sandwich or sub,Deli and cured meat sandwiches,3740,177,0,13.97,17.595,2.26,0.75,5.475,2.0555,1.477,1.168,33,19,19.5,0,5.5,0.5,0,16,0.283,0.2285,5.4095,0.275,29,10.5,59.5,39.5,33.9,0.325,0,0,0.5,0.245,0,0.25,141,231,22.5,1.455,1.245,0.0655,22.6,285.5,727,0,0,0,59.86,0,1,4.5,1264,718,,,13.97
650,Turkey or chicken burger,Burgers,3702,230.5,0,20.365,19.71,2.575,1.45,7.705,1.8825,2.3105,2.3955,54,14,14,0,0.5,0,0,14,0.239,0.229,6.97,0.416,14,24.5,48,38.5,53.1,0.825,0,0.25,0.1,0.195,0,2.15,79.5,203.5,34,2.245,2.25,0.15,29.5,236,345,0,0,0,50.995,0,1,6,1638.5,932,,,20.365
651,Turkey sandwich on wheat,Deli and cured meat sandwiches,3740,200.5,0,13.61,23.06,3.105,2.6,5.76,2.0005,1.3125,1.285,29,20,20.5,0,7,0.5,0,32,0.209,0.195,5.5275,0.2655,6.5,30.5,42.5,37.5,25.25,0.28,0,0.1,0.35,0.275,0,2.85,152,234.5,37.5,1.725,1.305,0.104,20.75,267,649,0,0,0,54.65,0,1,4.5,1428.5,812,,,13.61
652,Turkey sandwich on white,Deli and cured meat sandwiches,3740,202,0,12.67,24.865,3.17,1.1,5.575,2.0485,1.3435,1.4305,29,20,20.5,0,6,0.5,0,22.5,0.2615,0.207,5.469,0.233,41,15,84.5,56,22.1,0.28,0,0,0.35,0.22,0,0.3,176,209.5,23.5,1.825,1.075,0.0725,18.6,233,653.5,0,0,0,54.06,0,1,4.5,1439,818,,,12.67
653,Turkey sandwich or sub,Deli and cured meat sandwiches,3740,196,0,13.045,22.22,2.94,1,5.88,2.2385,1.4305,1.3825,31.5,23,24,0,7,0.5,0,20,0.234,0.2045,5.5205,0.247,36.5,14,75,50,22.85,0.315,0,0,0.4,0.22,0,0.3,175.5,221,23.5,1.66,1.105,0.0665,18.15,245,676.5,0,0,0,55.93,0,1,4.5,1397,794,,,13.045
654,Turkey sandwich wrap,Deli and cured meat sandwiches,3740,232,0,12.77,23.3,2.42,1.5,9.4,4.157,2.216,1.583,34,40,41,0,12,1,0,7,0.24,0.239,4.873,0.206,35,11,69,45,19.2,0.38,0,0,0.6,0.16,0,3.6,208,281,22,1.83,1.09,0.06,18.5,230,792,0,0,0,51.34,0,1,4.5,1649,938,,,12.77
655,Turkey with gravy,Poultry mixed dishes,3004,126.5,0,13.715,8.95,2.455,0.65,3.675,0.9285,1.2115,0.964,43,18.5,23.5,0,62,0,0,163.5,0.089,0.2315,4.8815,0.3165,3.5,11.5,18,15.5,40.1,0.495,0,0.4,0.15,0.155,0,5.85,19.5,133.5,19.5,0.765,1.125,0.0625,14.7,204.5,341,0,0,0,72.31,0,1,6,910.5,516,,,13.715
656,Turkey with vegetable,Poultry mixed dishes,3004,96,0,9.3,10.66,3.79,1.5,1.82,0.509,0.703,0.395,23,1,119,499,1149,0,847,171,0.041,0.11,3.634,0.253,2,10,13,12,22.4,0.11,0,2.1,0.1,0.35,0,11.2,24,85,18,0.67,0.64,0.069,9.7,196,210,0,0,0,77.43,0,1,6,697,394,,,9.3
658,Veal Marsala,Meat mixed dishes,3002,175,0,17.82,6.74,0.51,0.5,8.54,3.586,3.194,0.485,55,38,43,0,55,0,0,52,0.099,0.267,5.331,0.401,7,10,22,17,87.9,1.6,0,1.4,0.5,0.58,0,16.7,14,142,24,1.05,1.16,0.128,17.9,211,147,0,0,0,65.86,0,1,6,550,360,,,17.82
659,Veal cordon bleu,Meat mixed dishes,3002,219,0,23.66,9.34,0.63,0.6,9.69,3.854,3.288,1.339,80,43,49,0,75,1,0,97,0.193,0.315,6.145,0.474,10,12,30,22,111.6,1.96,0,1.8,0.7,0.72,0,25.3,97,225,30,1.32,1.8,0.115,25.2,228,443,0,0,0,55.17,0,1,6,682,448,,,23.66
660,Veal parmigiana,Meat mixed dishes,3002,204,0,15.33,8.33,1.68,0.8,11.92,4.107,4.604,1.755,67,41,47,0,75,2,4020,43,0.097,0.255,3.845,0.241,5,11,20,16,68.9,1.04,0,2,1.1,1.31,0,5.1,122,215,33,1.26,1.73,0.098,15.8,248,436,0,0,0,62.66,0,1,6,637,418,,,15.33
661,Veal scallopini,Meat mixed dishes,3002,241,0,18.71,1.47,0.57,0.4,17.47,4.796,7.558,3.563,67,102,109,0,76,0,0,0,0.047,0.292,5.375,0.198,0,16,16,16,72.9,0.96,0,0.4,0.5,1.38,0,15.4,40,177,19,0.75,2.94,0.146,12.2,281,372,0,0,0,60.49,0,1,6,748,492,,,18.71
662,Vegetable curry,Vegetable dishes,3104,86,1,1.6,8.81,3.18,1.8,5.27,1.256,1.893,1.732,0,1,66,215,662,1,4602,139,0.047,0.058,0.815,0.137,0,19,19,19,12.3,0.01,0,12.3,0,1.41,0,10.4,21,41,16,0.68,0.26,0.088,0.6,286,388,0,0,0,82.65,0,1,3,240,139,,,1.6
663,Vegetable curry with rice,Vegetable dishes,3104,103,1,2.03,16.48,1.93,1.3,3.27,0.784,1.171,1.07,0,1,39,129,397,1,2761,83,0.093,0.04,1.076,0.119,22,13,50,35,8.2,0.01,0,7.4,0,0.86,0,6.3,17,42,15,0.88,0.35,0.08,3.4,186,331,0,0,0,76.79,0,1,3,282.5,164.5,,,2.03
664,Vegetable sandwich on wheat,Vegetable sandwiches/burgers,3744,132.5,1,5.565,19.28,3.885,2.55,3.745,1.339,1.041,0.6825,5,15,45.5,10.5,352,34,325.5,178.5,0.1635,0.124,1.9175,0.1215,5,31,39.5,36,12.4,0.085,0,17.75,0.2,0.475,0,10.15,123,103,26.5,1.6,0.745,0.1065,11,171,406.5,0,0,0,69.59,0,1,3,356.25,208.75,,,5.565
665,Vegetable sandwich on white,Vegetable sandwiches/burgers,3744,133.5,1,4.88,20.59,3.93,1.5,3.61,1.374,1.064,0.788,5,15,45.5,10.5,351.5,34,325.5,171.5,0.2015,0.133,1.874,0.098,30,19.5,70.5,49.5,10.1,0.085,0,17.7,0.2,0.425,0,8.25,140,85,16,1.665,0.58,0.083,9.45,146.5,410,0,0,0,69.155,0,1,3,358.75,210.25,,,4.88
666,Vegetable sandwich wrap,Vegetable sandwiches/burgers,3744,160,1,5.42,19.71,3.33,1.8,6.55,2.966,1.724,0.941,10,30,59,10,335,32,306,151,0.19,0.161,1.655,0.087,26,16,60,42,8.7,0.17,0,16.6,0.4,0.37,0,10.2,165,145,15,1.68,0.62,0.073,9.9,149,528,0,0,0,66.24,0,1,3,425,250,,,5.42
667,Vegetarian stew,Vegetable dishes,3104,33,1,0.67,3.12,1.61,1.1,2.15,1.153,0.438,0.106,6,18,29,0,126,2,285,169,0.089,0.042,0.303,0.034,0,34,34,34,5.3,0,0,4.7,0,0.2,0,17.8,33,17,15,0.22,0.18,0.034,0.3,114,144,0,0,0,93.35,0,1,3,124,76,,,0.67
668,Vegetarian stroganoff,"Bean, pea, legume dishes",3102,167,1,7.69,11.78,1.79,2.6,10.03,3.353,2.818,2.659,13,32,32,0,4,0,0,2,1.078,0.149,1.92,0.146,3,53,57,55,17,0.8,0.78,2.3,0.1,0.76,0,9.5,82,120,28,1.25,0.71,0.117,11.2,207,460,0,0,0,68.65,0,1,4,526,344,,,7.69
669,Veggie burger,Vegetable sandwiches/burgers,3744,233.5,1,13.48,29.025,3.86,3.25,6.815,2.2195,1.6575,1.8515,9,18,19.5,0,10,0.5,0,4,1.563,0.275,3.683,0.1845,22.5,81,119.5,103.5,17.55,1.2,1.005,2.8,0.25,0.28,0,4.35,192.5,187,40,2.71,1.155,0.149,24.55,230,567,0,0,0,48.26,0,1,4,725.5,477,,,13.48
670,Veggie burger patty,Soy and meat-alternative products,2806,177,1,15.7,14.27,1.07,4.9,6.3,1.44,1.778,2.023,5,0,1,0,10,0,0,0,2.651,0.244,3.753,0.303,0,124,124,124,19.4,2.01,2.01,4.5,0,0.23,0,4.2,136,206,56,2.41,1.26,0.2,22.6,333,569,0,0,0,61.21,0,1,4,556,364,,,15.7
673,Venison or deer with gravy,Meat mixed dishes,3002,147,0,25.48,1.58,0.09,0,3.53,1.75,0.93,0.304,80,0,0,0,0,0,0,0,0.114,0.473,5.26,0.342,0,8,8,8,94.5,2.13,0,0,0,0.55,0,1.2,7,188,20,3.52,6.04,0.204,12.4,231,345,0,0,0,68.6,0,1,6,466,304,,,25.48
674,Venison or deer with tomato-based sauce,Meat mixed dishes,3002,140,0,25.64,1.59,1.06,0.4,2.84,1.573,0.637,0.219,79,0,6,0,73,1,3943,7,0.113,0.476,5.459,0.363,0,10,10,10,96.1,2.13,0,2,0,0.95,0,1.9,9,190,24,3.78,6.09,0.233,12.5,307,347,0,0,0,68.93,0,1,6,445,290,,,25.64
675,Vermicelli,Soy and meat-alternative products,2806,126,1,0.04,31.42,6.66,1.5,0.04,0.005,0.005,0.016,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,64.2,0,0,0,0,0.2,0,1.4,22,6,1,0.52,1.62,0.664,10.3,0,3,0,0,0,66.31,0,1,2,403,262,,,0.04
677,Waffle,"Pancakes, waffles, French toast",4404,337.2105263,1,7.576315789,43.92052632,7.23,2.947368421,14.52368421,3.294736842,5.693105263,4.210578947,38.94736842,162.4210526,163.2631579,0,7.947368421,1.736842105,0,76.52631579,0.327631579,0.414210526,3.972210526,0.418684211,37.26315789,12.57894737,76.10526316,49.78947368,38.86842105,0.982631579,0.690526316,0.089473684,0.531578947,2.043684211,0,13.26842105,197.6842105,352.9473684,35.10526316,3.867368421,0.872105263,0.101684211,14.67368421,186.2631579,551.9473684,0.526315789,5.473684211,0,31.39789474,1,0,2,1036.631579,684.4210526,,,7.576315789
679,White pizza,Pizza,3602,274,0,11.81125,25.89375,2.96875,1.125,13.4625,5.03125,5.476,1.6015,25.5,56.25,57.25,0.75,10.75,0.125,0,42.375,0.25925,0.287125,2.697,0.1195,31.625,47.375,71.625,49.5,16.2,0.31625,0,2.1875,0.1875,1.21,0,3.3125,218.875,185,22.5,1.97375,1.37875,0.081875,16.225,146.875,546.25,0,0,0,46.55,0,1,5,847,558,,,11.81125
681,Whopper,Burgers,3702,226,0,11.34,17.33,4,1.5,12.37,3.972,4.67,3.144,33,0,9,15,103,2,1068,45,0.211,0.213,3.141,0.103,33,31,87,64,32.9,1.21,0,0.9,0.1,0.15,0,14.3,46,97,18,2.99,2.46,0.081,18.2,188,342,0,0,0,57.52,0,1,6,703,462,,,11.34
682,Whopper Jr,Burgers,3702,216,0,10.73,21.14,4.28,1,9.58,3.158,3.41,1.877,25,0,9,15,100,0,904,55,0.228,0.179,3.307,0.174,20,27,61,47,30.3,0.85,0,2.9,0.1,0.34,0,9.4,64,97,18,2.09,1.75,0.08,16.9,198,315,0,0,0,57.07,0,1,6,673,442,,,10.73
683,Whopper Jr with cheese,Burgers,3702,235,0,12.02,19,4.08,0.9,12.09,4.911,3.807,1.767,34,35,44,13,97,1,784,50,0.201,0.204,2.882,0.162,17,25,55,42,29.2,0.94,0,2.6,0.5,0.39,0,8.5,175,161,19,1.87,1.92,0.074,17.7,191,407,0,0,0,54.93,0,1,6,730,480,,,12.02
684,Whopper with cheese,Burgers,3702,268,0,13.69,17.73,4.5,1.1,15.8,5.746,5.352,2.366,51,44,50,0,64,2,208,41,0.177,0.257,3.143,0.186,30,21,72,51,36.8,0.93,0,1.1,0.1,0.57,0,14.2,73,125,18,2.3,2.26,0.081,16.5,208,473,0,0,0,50.92,0,1,6,829,546,,,13.69
685,Wonton,"Egg rolls, dumplings, sushi",3406,165.6666667,0,8.14,13.05666667,2.713333333,1.4,8.953333333,2.167,3.971666667,2.124,16.66666667,1,4.333333333,0,42,0,0,19.66666667,0.328333333,0.120333333,2.119666667,0.235,0,15.33333333,15.33333333,15.33333333,50.63333333,0.26,0,7.566666667,0.2,0.916666667,0,57.6,27.66666667,124.6666667,20.66666667,0.733333333,1.643333333,0.033333333,17.4,279.6666667,434,0,0,0,67.9,0,1,4,522.0000001,341.3333334,,,8.14
